house_type,house_size,city,location,,price
3BHK ,"3,000",Delhi,Defence Colony,,120000
4BHK ,"5,211",Delhi,Shanti Niketan,,526161
3BHK ,495,Delhi,Sheikh Sarai,,17000
1BHK ,389,Delhi,Patel Nagar,,7000
1BHK ,467,Delhi,Patel Nagar,,12000
2BHK ,700,Delhi,Patel Nagar,,15000
5BHK ,"7,712",Delhi,Panchsheel Park,,546195
5BHK,"6,952",Delhi,Panchsheel Park,,564495
5BHK ,"6,521",Delhi,Panchsheel Park,,546195
5BHK ,"6,251",Delhi,Panchsheel Park,,549195
4BHK ,"6,251",Delhi,Panchsheel Park,,301011
4BHK ,"6,251",Delhi,Panchsheel Park,,401014
4BHK ,"5,896",Delhi,Panchsheel Park,,301022
3BHK ,"2,856",Delhi,Panchsheel Enclave,,301022
3BHK ,"1,856",Delhi,Panchsheel Enclave,,301012
3BHK ,"3,011",Delhi,Panchsheel Enclave,,301102
3BHK ,"2,856",Delhi,Panchsheel Enclave,,235592
4BHK ,"5,896",Delhi,Panchsheel Park,,401015
4BHK ,"6,521",Delhi,Panchsheel Enclave,,301022
4BHK ,"6,251",Delhi,Panchsheel Enclave,,301022
4BHK ,"6,521",Delhi,Panchsheel Enclave,,231112
4BHK ,"6,521",Delhi,Panchsheel Enclave,,308212
3BHK ,"2,741",Delhi,Panchsheel Enclave,,301022
3BHK ,"2,856",Delhi,Panchsheel Enclave,,301011
3BHK ,"2,741",Delhi,Panchsheel Enclave,,235214
3BHK ,"2,846",Delhi,Panchsheel Enclave,,235592
3BHK ,800,Delhi,Janakpuri,,22000
Studio ,500,Delhi,Kalkaji,,15000
2BHK ,"1,000",Delhi,Greater kailash 1,,36000
2BHK ,"1,000",Delhi,Malviya Nagar,,35000
4BHK ,"4,500",Delhi,Sheikh Sarai,,275000
4BHK ,"4,500",Delhi,Hauz Khas,,180000
4BHK ,"4,500",Delhi,Panchsheel Park,,250000
3BHK ,"2,500",Delhi,Panchsheel Enclave,,140000
3BHK ,"3,000",Delhi,Defence Colony,,200000
4BHK ,"4,500",Delhi,Greater kailash 1,,250000
4BHK ,"3,200",Delhi,Defence Colony,,325000
3BHK ,"3,100",Delhi,Defence Colony,,225000
3BHK ,560,Delhi,Sheikh Sarai,,12000
2BHK ,820,Delhi,Sheikh Sarai,,25000
3BHK ,"2,700",Delhi,Panchsheel Park,,140000
3BHK ,"2,200",Delhi,Greater Kailash,,110000
3BHK ,"2,300",Delhi,Panchsheel Enclave,,120000
3BHK ,650,Delhi,Sheikh Sarai,,16500
3BHK ,"2,925",Delhi,Defence Colony,,350000
4BHK ,"3,600",Delhi,Panchsheel Park,,175000
2BHK ,900,Delhi,PANCHSHEEL VIHAR,,21000
2BHK ,910,Delhi,PANCHSHEEL VIHAR,,24000
2BHK ,"2,500",Delhi,Connaught Place,,250000
3BHK ,"4,500",Delhi,Greater Kailash,,185000
2BHK ,900,Delhi,Sheikh Sarai,,18500
3BHK ,500,Delhi,Malviya Nagar,,12500
2BHK ,"1,000",Delhi,Malviya Nagar,,35000
3BHK ,"1,110",Delhi,Sheikh Sarai,,27000
2BHK ,925,Delhi,Malviya Nagar,,29500
3BHK ,500,Delhi,Sheikh Sarai,,12800
3BHK ,"1,350",Delhi,Poorvi Pitampura,,38000
3BHK ,"1,350",Delhi,Uttari Pitampura,,45000
3BHK ,900,Delhi,Uttari Pitampura,,31000
3BHK ,"1,650",Delhi,Lok Vihar,,50000
3BHK ,900,Delhi,Poorvi Pitampura,,30000
3BHK ,"1,350",Delhi,Poorvi Pitampura,,40000
2BHK ,750,Delhi,Pitampura,,25000
3BHK ,"1,750",Delhi,Pitampura,,60000
3BHK ,"1,350",Delhi,Pitampura,,42000
3BHK ,900,Delhi,Pitampura,,30000
3BHK ,"1,350",Delhi,Poorvi Pitampura,,45000
3BHK ,"1,750",Delhi,Poorvi Pitampura,,55000
3BHK ,900,Delhi,Uttari Pitampura,,29000
2BHK ,750,Delhi,Uttari Pitampura,,26000
2BHK ,750,Delhi,Dakshini Pitampura,,25000
3BHK ,"1,650",Delhi,Kohat Enclave,,55000
3BHK ,"1,650",Delhi,Saraswati Vihar,,55000
3BHK ,"1,650",Delhi,Lok Vihar,,55000
3BHK ,"1,650",Delhi,Kohat Enclave,,50000
3BHK ,"1,350",Delhi,Prashant Vihar Sector 14,,50000
3BHK ,900,Delhi,Prashant Vihar Sector 14,,31000
2BHK ,750,Delhi,Prashant Vihar Sector 14,,25000
2BHK ,750,Delhi,Shalimar Bagh,,25000
3BHK ,"1,750",Delhi,Shalimar Bagh,,55000
3BHK ,"1,350",Delhi,Shalimar Bagh,,45000
3BHK ,900,Delhi,Shalimar Bagh,,31000
3BHK ,900,Delhi,Poorvi Pitampura,,31000
3BHK ,900,Delhi,Poorvi Pitampura,,31000
3BHK ,"1,350",Delhi,Poorvi Pitampura,,42000
3BHK ,"1,650",Delhi,Engineers Enclave Harsh Vihar,,55000
3BHK ,"1,650",Delhi,Tarun Enclave,,60000
3BHK ,"1,650",Delhi,Kohat Enclave,,50000
3BHK ,"1,750",Delhi,Poorvi Pitampura,,55000
3BHK ,900,Delhi,Uttari Pitampura,,30000
3BHK ,"1,350",Delhi,Poorvi Pitampura,,42000
3BHK ,"1,350",Delhi,Poorvi Pitampura,,40000
3BHK ,900,Delhi,Poorvi Pitampura,,31000
3BHK ,900,Delhi,Prashant Vihar Sector 14,,32000
3BHK ,900,Delhi,Prashant Vihar Sector 14,,31000
3BHK ,900,Delhi,Prashant Vihar Sector 14,,30000
3BHK ,"1,350",Delhi,Prashant Vihar Sector 14,,46000
3BHK ,"1,350",Delhi,Prashant Vihar Sector 14,,47000
3BHK ,"1,350",Delhi,Prashant Vihar Sector 14,,48000
3BHK ,"1,350",Delhi,Prashant Vihar Sector 14,,50000
3BHK ,"1,350",Delhi,Shalimar Bagh,,50000
3BHK ,"1,750",Delhi,Shalimar Bagh,,65000
2BHK ,750,Delhi,Shalimar Bagh,,26000
3BHK ,900,Delhi,Shalimar Bagh,,32000
3BHK ,"1,350",Delhi,Shalimar Bagh,,45000
3BHK ,"1,750",Delhi,Shalimar Bagh,,60000
3BHK ,"1,350",Delhi,Shalimar Bagh,,45000
3BHK ,900,Delhi,Shalimar Bagh,,32000
3BHK ,"1,650",Delhi,Lok Vihar,,55000
3BHK ,900,Delhi,Poorvi Pitampura,,29500
3BHK ,900,Delhi,Uttari Pitampura,,41000
3BHK ,900,Delhi,Poorvi Pitampura,,40000
3BHK ,900,Delhi,Block MP Poorvi Pitampura,,30000
3BHK ,900,Delhi,Poorvi Pitampura,,30000
3BHK ,900,Delhi,Prashant Vihar Sector 14,,33000
3BHK ,900,Delhi,Shalimar Bagh,,32000
2BHK ,750,Delhi,Dakshini Pitampura,,25000
3BHK ,"1,750",Delhi,Poorvi Pitampura,,55000
3BHK ,"1,350",Delhi,Poorvi Pitampura,,44000
3BHK ,"1,350",Delhi,Poorvi Pitampura,,42000
3BHK ,"1,350",Delhi,Poorvi Pitampura,,40000
3BHK ,900,Delhi,Poorvi Pitampura,,30000
3BHK ,900,Delhi,Poorvi Pitampura,,29000
3BHK ,"1,750",Delhi,Uttari Pitampura,,60000
3BHK ,"1,750",Delhi,Uttari Pitampura,,60000
3BHK ,"1,750",Delhi,Uttari Pitampura,,58000
3BHK ,"1,750",Delhi,Poorvi Pitampura,,57000
3BHK ,"1,750",Delhi,Poorvi Pitampura,,56000
3BHK ,"1,750",Delhi,Poorvi Pitampura,,55000
3BHK ,"1,350",Delhi,Poorvi Pitampura,,42000
3BHK ,900,Delhi,Poorvi Pitampura,,31000
3BHK ,750,Delhi,Poorvi Pitampura,,25000
3BHK ,"1,200",Delhi,Rohini Sector 9,,32000
3BHK ,"1,350",Delhi,Block PP Poorvi Pitampura,,38000
3BHK ,"1,680",Delhi,Kapil Vihar,,55000
3BHK ,"1,750",Delhi,Poorvi Pitampura,,60000
3BHK ,"1,800",Delhi,Sheikh Sarai,,45000
3BHK ,825,Delhi,Saket,,30000
3BHK ,"2,700",Delhi,Hauz Khas,,110000
2BHK ,800,Delhi,Malviya Nagar,,18500
3BHK ,"1,275",Delhi,PANCHSHEEL VIHAR,,34500
3BHK ,"1,240",Delhi,Khirki Extension,,35000
3BHK ,"1,780",Delhi,Shivalik,,54500
3BHK ,"1,375",Delhi,Saket,,50000
3BHK ,"2,500",Delhi,Greater Kailash,,65000
3BHK ,"2,200",Delhi,Saket,,65700
4BHK ,"4,500",Delhi,Panchsheel Park,,210000
4BHK ,"4,500",Delhi,Hauz Khas Enclave,,95000
3BHK ,650,Delhi,Saket,,30000
2BHK ,550,Delhi,mayur vihar phase 1,,13500
2BHK ,"1,000",Delhi,mayur vihar phase 1,,24000
3BHK ,510,Delhi,Malviya Nagar,,15500
3BHK ,510,Delhi,Malviya Nagar,,15500
3BHK ,400,Delhi,Saket,,28000
3BHK ,"2,200",Delhi,Defence Colony,,200000
3BHK ,"2,877",Delhi,Defence Colony,,290000
3BHK ,"2,250",Delhi,Defence Colony,,195000
3BHK ,"1,210",Delhi,PANCHSHEEL VIHAR,,26500
2BHK ,980,Delhi,Sheikh Sarai,,21000
3BHK ,"1,200",Delhi,Jamia Nagar,,17500
3BHK ,550,Delhi,Sheikh Sarai,,16000
2BHK ,900,Delhi,Malviya Nagar,,20000
2BHK ,925,Delhi,Malviya Nagar,,32510
2BHK ,900,Delhi,Lajpat Nagar IV,,26000
2BHK ,900,Delhi,Lajpat Nagar IV,,26000
3BHK ,"3,100",Delhi,Defence Colony,,275000
3BHK ,"3,000",Delhi,Defence Colony,,300000
3BHK ,"2,700",Delhi,Connaught Place,,325000
3BHK ,"1,200",Delhi,Sheikh Sarai,,35000
2BHK ,850,Delhi,Sheikh Sarai,,22000
3BHK ,"2,500",Delhi,Panchsheel Enclave,,140000
4BHK ,"2,700",Delhi,Greater Kailash,,150000
3BHK ,550,Delhi,Sheikh Sarai,,13500
5BHK,"9,500",Delhi,Westend DLF Chattarpur Farms,,850000
2BHK ,"1,650",Delhi,Defence Colony,,90000
4BHK ,"3,600",Delhi,Greater Kailash,,150000
1BHK ,600,Delhi,Panchsheel Park,,65000
2BHK ,650,Delhi,Abul Fazal Enclave Jamia Nagar,,13000
2BHK ,850,Delhi,Malviya Nagar,,20000
3BHK ,850,Delhi,Sheikh Sarai,,20000
3BHK ,400,Delhi,Malviya Nagar,,11000
1BHK ,700,Delhi,Mayur Vihar II,,14000
Studio ,300,Delhi,Karol Bagh,,12500
Studio ,350,Delhi,Karol Bagh,,18000
4BHK ,"1,250",Delhi,Rajinder Nagar,,60000
3BHK ,"2,000",Delhi,Karol Bagh,,55000
Studio ,350,Delhi,Rajinder Nagar,,15000
2BHK ,600,Delhi,Dwarka Mor,,16000
4BHK ,"4,500",Delhi,Green Park Extension,,200000
3BHK ,"2,500",Delhi,Navjeevan Vihar,,125000
2BHK ,850,Delhi,PANCHSHEEL VIHAR,,16000
4BHK ,"4,500",Delhi,Greater Kailash,,280000
2BHK ,965,Delhi,Malviya Nagar,,27500
3BHK ,500,Delhi,Malviya Nagar,,12500
5BHK ,"6,521",Delhi,Green Park Extension,,301202
4BHK ,"6,251",Delhi,Green Park,,301012
3BHK ,"2,856",Delhi,Panchsheel Park,,274848
3BHK ,"2,856",Delhi,Panchsheel Park,,310101
3BHK ,"2,856",Delhi,Panchsheel Park,,301012
3BHK ,"2,846",Delhi,Panchsheel Park,,235652
3BHK ,500,Delhi,Sheikh Sarai,,15000
3BHK ,"2,725",Delhi,South Extension 2,,265000
4BHK ,"2,500",Delhi,Saket,,130000
3BHK ,575,Delhi,Sheikh Sarai,,16500
4BHK ,"4,000",Delhi,Green Park Extension,,210000
3BHK ,"2,250",Delhi,Saket,,120000
4BHK ,"2,500",Delhi,Green Park Extension,,120000
3BHK ,500,Delhi,Sheikh Sarai,,17500
3BHK ,"2,000",Delhi,Hauz Khas,,115000
3BHK ,"2,925",Delhi,Defence Colony,,160000
4BHK ,"3,600",Delhi,Panchsheel Park,,140000
4BHK ,"3,600",Delhi,Anand Niketan,,325000
4BHK ,"2,700",Delhi,Saket,,110000
4BHK ,"2,700",Delhi,Malviya Nagar,,95000
2BHK ,"1,500",Delhi,Safdarjung Enclave,,38000
4BHK ,"2,500",Delhi,Greater Kailash,,140000
2BHK ,800,Delhi,Malviya Nagar,,16500
3BHK ,"1,350",Delhi,Subhash Nagar,,22000
3BHK ,"1,350",Delhi,Fateh Nagar,,18000
3BHK ,"5,200",Delhi,Vasant Kunj,,250000
2BHK ,900,Delhi,Sheikh Sarai,,20000
1BHK ,450,Delhi,laxmi nagar,,6500
2BHK ,800,Delhi,laxmi nagar,,12000
2BHK ,600,Delhi,laxmi nagar,,11000
3BHK ,"3,000",Delhi,Pitampura,,100000
3BHK ,"1,500",Delhi,Sector-7 Rohini,,39999
3BHK ,"1,600",Delhi,Pitampura,,36000
1BHK ,650,Delhi,Pitampura,,22000
3BHK ,500,Delhi,Karampura,,23000
3BHK ,"1,753",Delhi,Karampura,,50000
3BHK ,"2,000",Delhi,Pitampura,,75000
3BHK ,"2,000",Delhi,Kohat Enclave,,60000
4BHK ,"3,000",Delhi,Pitampura Vaishali,,100000
3BHK ,"1,500",Delhi,Pitampura,,40000
4BHK ,"3,621",Delhi,Geetanjali Enclave,,301011
3BHK ,"3,121",Delhi,Defence Colony,,235523
5BHK ,"6,524",Delhi,Saket,,401010
2BHK ,450,Delhi,Dwarka Mor,,14000
9BHK ,"9,841",Delhi,Shanti Niketan,,1010102
4BHK ,"5,621",Delhi,Green Park Extension,,410201
4BHK ,"5,621",Delhi,Green Park Extension,,328218
10BHK ,"11,221",Delhi,Greater Kailash II,,854612
5BHK,"7,411",Delhi,Greater Kailash II,,610102
1BHK ,320,Delhi,Block DP Poorvi Pitampura,,18000
2BHK ,750,Delhi,Block AP Poorvi Pitampura,,20000
2BHK ,550,Delhi,Block WP Poorvi Pitampura,,16000
2BHK ,900,Delhi,Poorvi Pitampura,,22000
1BHK ,900,Delhi,Poorvi Pitampura,,14000
2BHK ,900,Delhi,Poorvi Pitampura,,30000
1BHK ,320,Delhi,Block DP Poorvi Pitampura,,18000
3BHK ,850,Delhi,Block AP Poorvi Pitampura,,23000
2BHK ,900,Delhi,Poorvi Pitampura,,23000
3BHK ,"2,856",Delhi,Greater kailash 1,,301012
3BHK ,"2,741",Delhi,Greater kailash 1,,301012
3BHK ,"2,852",Delhi,Greater kailash 1,,235223
3BHK ,"2,852",Delhi,Greater kailash 1,,252122
5BHK ,"6,521",Delhi,Green Park Extension,,452122
4BHK ,"5,852",Delhi,Green Park,,541225
4BHK ,"5,852",Delhi,Green Park,,405112
4BHK ,"6,251",Delhi,Green Park,,521125
4BHK ,"5,896",Delhi,Green Park,,311441
4BHK ,"5,885",Delhi,Green Park,,308522
4BHK ,"6,521",Delhi,Green Park,,308521
4BHK ,"6,521",Delhi,Green Park,,308524
3BHK ,"2,856",Delhi,Green Park,,201011
3BHK ,"3,011",Delhi,Green Park,,235592
3BHK ,"1,800",Delhi,Sector 28 Rohini,,24000
2BHK ,480,Delhi,Rohini sector 16,,13000
2BHK ,900,Delhi,Uttam Nagar,,9000
2BHK ,"1,500",Delhi,Block A3,,30000
3BHK ,"1,125",Delhi,Green Park,,41000
2BHK ,999,Delhi,Chattarpur,,9000
3BHK ,999,Delhi,Chattarpur,,12000
1BHK ,899,Delhi,Chattarpur,,8500
3BHK ,"1,050",Delhi,Uttam Nagar East,,22000
Studio ,"1,200",Delhi,Mahipalpur,,12000
2BHK ,750,Delhi,Sector 8 Dwarka,,17500
Studio ,600,Delhi,Hari Nagar,,8500
Studio ,"1,200",Delhi,Mahipalpur,,14000
Studio ,"1,200",Delhi,Mahipalpur,,14000
Studio ,"1,200",Delhi,Mahipalpur,,14000
1BHK ,370,Delhi,Uttam Nagar,,8000
2BHK ,430,Delhi,Razapur Khurd,,7000
2BHK ,"1,000",Delhi,Tri Nagar,,30000
3BHK ,350,Delhi,Uttam Nagar,,3500
Studio ,575,Delhi,Rajouri Garden,,16500
3BHK ,900,Delhi,Jhil Mil Colony,,25000
9BHK ,"3,510",Delhi,Safdarjung Enclave,,400000
Studio ,230,Delhi,Pitampura,,6500
Studio ,230,Delhi,Pitampura,,10000
1BHK ,150,Delhi,Yojna Vihar,,19000
3BHK ,"1,010",Delhi,Uttam Nagar,,18000
4BHK ,"1,800",Delhi,Mansarover Garden,,35000
3BHK ,550,Delhi,Chattarpur,,13000
3BHK ,350,Delhi,Uttam Nagar,,3500
3BHK ,900,Delhi,Jhil Mil Colony,,25000
Studio ,575,Delhi,Rajouri Garden,,16500
2BHK ,950,Delhi,Saket,,22000
3BHK ,"1,000",Delhi,Khanpur,,17000
3BHK ,980,Delhi,West Patel Nagar,,30000
3BHK ,"1,500",Delhi,South Extension 2,,60000
3BHK ,"1,010",Delhi,Uttam Nagar,,18000
2BHK ,500,Delhi,Greater kailash 1,,25000
3BHK ,600,Delhi,Greater Kailash,,22000
Studio ,180,Delhi,Pitampura,,7500
4BHK ,"2,500",Delhi,Ashok Vihar,,70000
5BHK ,"6,000",Delhi,Vasant Vihar,,350000
2BHK ,810,Delhi,Palam,,10000
2BHK ,760,Delhi,Aya Nagar,,12000
3BHK ,"1,600",Delhi,Daheli Sujanpur,,14000
4BHK ,"2,700",Delhi,Uttam Nagar,,200000
3BHK ,450,Delhi,Sheikh Sarai,,12500
2BHK ,853,Delhi,Khirki Extension Panchsheel Vihar,,20000
2BHK ,825,Delhi,Malviya Nagar,,21000
2BHK ,"1,130",Delhi,Malviya Nagar,,28500
Studio ,400,Delhi,Sheikh Sarai,,9500
3BHK ,400,Delhi,Saket,,23000
3BHK ,520,Delhi,PANCHSHEEL VIHAR,,13500
2BHK ,920,Delhi,Malviya Nagar,,27500
2BHK ,925,Delhi,Malviya Nagar,,26500
3BHK ,"1,200",Delhi,PANCHSHEEL VIHAR,,30000
3BHK ,450,Delhi,Malviya Nagar,,12000
3BHK ,"2,500",Delhi,Saket,,120000
4BHK ,"4,500",Delhi,Safdarjung Enclave,,300000
3BHK ,"2,925",Delhi,Defence Colony,,295000
4BHK ,"4,000",Delhi,Panchsheel Park,,150000
3BHK ,"2,500",Delhi,C R Park,,85000
3BHK ,"2,250",Delhi,Hauz Khas,,63000
Studio ,600,Delhi,Hauz Khas,,23000
2BHK ,900,Delhi,Subhash Nagar,,24000
3BHK ,"2,700",Delhi,Safdarjung Enclave,,95000
2BHK ,800,Delhi,Ramesh Nagar,,24000
1BHK ,500,Delhi,Ramesh Nagar,,20000
2BHK ,900,Delhi,Tagore Garden Extension,,30000
2BHK ,900,Delhi,Tagore Garden Extension,,30000
3BHK ,"1,800",Delhi,Rajouri Garden,,56000
3BHK ,"1,800",Delhi,Rajouri Garden,,60000
3BHK ,"1,400",Delhi,Rajouri Garden,,32000
3BHK ,"1,500",Delhi,Rajouri Garden,,38000
3BHK ,"1,800",Delhi,Rajouri Garden,,43000
3BHK ,"1,800",Delhi,Rajouri Garden,,35000
3BHK ,"1,400",Delhi,Rajouri Garden,,27000
2BHK ,"1,000",Delhi,Subhash Nagar,,24000
2BHK ,"1,100",Delhi,Tagore Garden Extension,,26000
4BHK ,"2,800",Delhi,Janakpuri,,95000
2BHK ,"1,400",Delhi,Rajouri Garden,,25000
2BHK ,925,Delhi,Malviya Nagar,,27500
4BHK ,"1,800",Delhi,Jamia Nagar,,35000
2BHK ,900,Delhi,Jamia Nagar,,18000
3BHK ,"1,200",Delhi,Jamia Nagar,,18500
4BHK ,"2,500",Delhi,Jamia Nagar,,23000
3BHK ,500,Delhi,Khirki Extension,,14000
2BHK ,900,Delhi,Lajpat Nagar II,,28000
2BHK ,600,Delhi,Chhattarpur Enclave Phase1,,12000
1BHK ,900,Delhi,Lajpat Nagar III,,24000
2BHK ,930,Delhi,Sheikh Sarai,,27000
3BHK ,"2,000",Delhi,Chittaranjan Park,,55000
3BHK ,"2,000",Delhi,Chittaranjan Park,,53000
3BHK ,"2,000",Delhi,Chittaranjan Park,,50000
3BHK ,"1,800",Delhi,Safdarjung Enclave,,55000
2BHK ,"1,500",Delhi,Sheikh Sarai,,43000
3BHK ,"1,500",Delhi,Gautam Nagar,,60000
3BHK ,540,Delhi,Sheikh Sarai,,16500
4BHK ,"6,521",Delhi,Safdarjung Enclave,,401015
4BHK ,"5,569",Delhi,Safdarjung Enclave,,301022
3BHK ,"2,851",Delhi,Green Park,,235562
3BHK ,"2,741",Delhi,Green Park,,235462
3BHK ,"2,852",Delhi,Greater Kailash II,,308521
3BHK ,"2,856",Delhi,Greater Kailash II,,301012
4BHK ,"5,896",Delhi,Greater Kailash II,,301010
4BHK ,"5,896",Delhi,Greater Kailash II,,301011
4BHK ,"5,896",Delhi,Greater Kailash II,,401012
4BHK ,"5,562",Delhi,Greater Kailash II,,301011
3BHK ,"2,856",Delhi,Vasant Vihar,,235925
3BHK ,"2,896",Delhi,Vasant Vihar,,301012
3BHK ,"2,856",Delhi,Vasant Vihar,,248118
3BHK ,"2,856",Delhi,Vasant Vihar,,301022
5BHK ,"6,521",Delhi,Vasant Vihar,,846115
4BHK ,"5,896",Delhi,Vasant Vihar,,401105
5BHK ,"6,251",Delhi,Vasant Vihar,,546195
4BHK ,"5,569",Delhi,Vasant Vihar,,446465
5BHK ,"6,251",Delhi,Vasant Vihar,,325641
5BHK ,"6,521",Delhi,Vasant Vihar,,301012
4BHK ,"6,521",Delhi,Vasant Vihar,,301012
4BHK ,"6,251",Delhi,Vasant Vihar,,301224
4BHK ,"5,896",Delhi,Vasant Vihar,,401012
4BHK ,"5,562",Delhi,Vasant Vihar,,381012
4BHK ,"5,896",Delhi,Vasant Vihar,,235562
3BHK ,"2,856",Delhi,Safdarjung Enclave,,246116
3BHK ,"3,011",Delhi,Safdarjung Enclave,,301102
3BHK ,"2,856",Delhi,Greater Kailash II,,301011
3BHK ,"2,856",Delhi,Greater Kailash II,,301012
3BHK ,"2,856",Delhi,Greater Kailash II,,301011
3BHK ,"2,253",Delhi,Greater Kailash II,,235592
5BHK,"6,521",Delhi,Greater kailash 1,,546185
4BHK ,"5,896",Delhi,Greater kailash 1,,504101
5BHK,"6,521",Delhi,Greater kailash 1,,401014
4BHK ,"5,896",Delhi,Greater kailash 1,,546184
5BHK,"6,521",Delhi,Greater kailash 1,,401100
4BHK ,"5,896",Delhi,Greater kailash 1,,301011
4BHK ,"5,896",Delhi,Greater kailash 1,,301010
4BHK ,"5,896",Delhi,Greater kailash 1,,362161
3BHK ,"2,856",Delhi,Greater Kailash II,,301012
3BHK ,"1,050",Delhi,Sector 22 Dwarka,,38000
2BHK ,"1,000",Delhi,Jasola,,24500
4BHK ,"1,800",Delhi,Bawana,,18000
3BHK ,"2,000",Delhi,West Punjabi Bagh,,34000
2BHK ,850,Delhi,Vasant Vihar,,90000
2BHK ,900,Delhi,Mahavir Enclave,,13000
2BHK ,"1,000",Delhi,Burari,,6000
6BHK ,"2,000",Delhi,Shakti Nagar,,10000
3BHK ,"1,650",Delhi,Saket,,70000
2BHK ,850,Delhi,Vasant Vihar,,90000
2BHK ,900,Delhi,Mahavir Enclave,,13000
2BHK ,"1,000",Delhi,Burari,,6000
6BHK ,"2,000",Delhi,Shakti Nagar,,10000
3BHK ,"1,650",Delhi,Saket,,70000
3BHK ,"2,700",Delhi,Safdarjung Enclave,,110100
3BHK ,650,Delhi,Sarita Vihar,,12500
3BHK ,"1,250",Delhi,Sarita Vihar,,12000
2BHK ,999,Delhi,Malviya Nagar,,23500
3BHK ,900,Delhi,Sector 14 Dwarka,,26000
2BHK ,"1,050",Delhi,Sector 3 Rohini,,45000
2BHK ,610,Delhi,Janakpuri,,17000
2BHK ,700,Delhi,Mandawali,,12000
2BHK ,"1,000",Delhi,Gautam Nagar,,35000
1BHK ,360,Delhi,Manglapuri,,7500
2BHK ,650,Delhi,Vinod Nagar East,,15000
3BHK ,"1,100",Delhi,Sector 22 Rohini,,10000
3BHK ,"1,800",Delhi,Sector 11 Dwarka,,28500
4BHK ,"1,250",Delhi,Uttam Nagar,,26000
6 BHK penthouse ,"3,500",Delhi,Sheikh Sarai Village,,150000
1BHK ,250,Delhi,Shakurpur Colony,,5000
2BHK ,"1,300",Delhi,Safdarjung Enclave,,49000
3BHK ,900,Delhi,Jangpura Extension,,14000
2BHK ,800,Delhi,Kalkaji,,9500
3BHK ,900,Delhi,Kalkaji,,13000
3BHK ,950,Delhi,Govindpuri,,18000
2BHK ,600,Delhi,Kalkaji,,10500
2BHK ,550,Delhi,Kalkaji,,10000
1BHK ,500,Delhi,Kalkaji,,7500
2BHK ,650,Delhi,Govindpuri,,12000
2BHK ,620,Delhi,Govindpuri,,12500
2BHK ,630,Delhi,Govindpuri,,12000
2BHK ,620,Delhi,Kalkaji,,11200
2BHK ,600,Delhi,Kalkaji,,12500
2BHK ,580,Delhi,Kalkaji,,11000
2BHK ,700,Delhi,Kalkaji,,15000
2BHK ,"1,100",Delhi,Kalkaji,,26000
2BHK ,600,Delhi,Govindpuri,,9800
2BHK ,"1,200",Delhi,Kalkaji,,25000
2BHK ,"1,050",Delhi,IP Extension,,25000
3BHK ,"2,800",Delhi,Chittaranjan Park,,80000
3BHK ,"3,000",Delhi,Greater kailash 1,,100000
3BHK ,"3,000",Delhi,Greater Kailash II,,100000
1BHK ,450,Delhi,Neb Sarai,,6000
3BHK ,"3,000",Delhi,Greater Kailash,,99000
3BHK ,"3,000",Delhi,Chittaranjan Park,,79000
3BHK ,"3,000",Delhi,Greater Kailash II,,99000
3BHK ,"3,000",Delhi,Greater kailash 1,,99000
3BHK ,"2,000",Delhi,Chittaranjan Park,,54000
3BHK ,"2,000",Delhi,Chittaranjan Park,,52000
4BHK ,"6,521",Delhi,Greater Kailash II,,241222
4BHK ,"5,852",Delhi,Greater Kailash II,,541225
5BHK,"6,521",Delhi,Greater Kailash II,,541255
5BHK,"6,521",Delhi,Greater Kailash II,,401015
Studio ,500,Delhi,South Extension 2,,20000
2BHK ,900,Delhi,Uttari Pitampura,,21000
3BHK ,"1,650",Delhi,Saraswati Vihar,,55000
2BHK ,900,Delhi,Pitampura,,22000
3BHK ,900,Delhi,Pitampura,,29000
3BHK ,"1,350",Delhi,Poorvi Pitampura,,41000
3BHK ,"1,500",Delhi,Punjabi Bagh,,30000
4BHK ,"4,000",Delhi,Panchsheel Park,,220000
Studio ,422,Delhi,Khirki Extension,,14500
3BHK ,"1,150",Delhi,Khirki Extension,,26500
3BHK ,"1,250",Delhi,PANCHSHEEL VIHAR,,25000
1BHK ,450,Delhi,Dwarka Mor,,5500
Studio ,500,Delhi,South Extension 2,,20000
4BHK ,"5,896",Delhi,Green Park Extension,,504015
4BHK ,"5,896",Delhi,Green Park Extension,,640101
3BHK ,"2,856",Delhi,Greater kailash 1,,381022
3BHK ,"2,856",Delhi,Greater kailash 1,,381012
3BHK ,"2,861",Delhi,Greater kailash 1,,301022
3BHK ,"2,741",Delhi,Greater kailash 1,,381812
3BHK ,"2,741",Delhi,Greater kailash 1,,301012
3BHK ,"2,856",Delhi,Greater kailash 1,,301022
3BHK ,"2,741",Delhi,Greater kailash 1,,381102
4BHK ,"5,896",Delhi,Greater kailash 1,,301012
4BHK ,"5,896",Delhi,Greater kailash 1,,401012
4BHK ,"5,896",Delhi,Greater kailash 1,,401012
4BHK ,"5,896",Delhi,Greater kailash 1,,401012
4BHK ,"5,896",Delhi,Green Park,,301822
4BHK ,"5,569",Delhi,Green Park,,325952
4BHK ,"5,896",Delhi,Green Park Extension,,312828
4BHK ,"5,896",Delhi,Green Park Extension,,401102
4BHK ,"5,896",Delhi,Green Park,,504101
4BHK ,"5,896",Delhi,Green Park,,401012
1BHK ,450,Delhi,Nangloi,,6000
